alpha,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,cumulative_return,average_monthly_turnover,annualized_turnover,mean_rank_ic
0.1,0.03265322176592833,0.06737186088688385,0.48467151324129976,-0.0951218330085768,0.1837531501202081,0.9773695450088535,11.728434540106242,0.06305916305916308
1.0,0.03915229481734461,0.06675413851408585,0.5865148691729885,-0.08859566617157566,0.22339247646374627,0.9078569864316983,10.89428383718038,0.06522366522366524
10.0,0.039982570230391756,0.0696856872989795,0.5737558425570307,-0.06677282933668705,0.2285329777076559,0.806868083816261,9.68241700579513,0.052958152958152954
100.0,0.021235625857462193,0.06456145911043785,0.32892109549656945,-0.0745431040096749,0.11663509455637211,0.7483657219507486,8.980388663408982,0.03910533910533911
